text,file,line
"flex-end",./packages/cli/src/ui/components/ToolStatsDisplay.tsx,182
"flex-end",./packages/cli/src/ui/components/ToolStatsDisplay.tsx,192
"single",./packages/cli/src/ui/components/ToolStatsDisplay.tsx,199
"flex-end",./packages/cli/src/ui/components/ToolStatsDisplay.tsx,214
"Token: $API_KEY",./packages/cli/src/utils/envVarResolver.ts,16
"Token: secret-123",./packages/cli/src/utils/envVarResolver.ts,16
"URL: ${BASE_URL}/api",./packages/cli/src/utils/envVarResolver.ts,17
"URL: https://api.example.com/api",./packages/cli/src/utils/envVarResolver.ts,17
"Missing: $UNDEFINED_VAR",./packages/cli/src/utils/envVarResolver.ts,18
"Missing: $UNDEFINED_VAR",./packages/cli/src/utils/envVarResolver.ts,18
"$HOST",./packages/cli/src/utils/envVarResolver.ts,48
"${PORT}",./packages/cli/src/utils/envVarResolver.ts,49
"$ENV",./packages/cli/src/utils/envVarResolver.ts,51
"api",./packages/cli/src/utils/envVarResolver.ts,51
"round",./packages/cli/src/ui/components/ModelDialog.tsx,90
"column",./packages/cli/src/ui/components/ModelDialog.tsx,92
"column",./packages/cli/src/ui/components/ModelDialog.tsx,105
"column",./packages/cli/src/ui/components/ModelDialog.tsx,110
"column",./packages/cli/src/ui/components/LoadingIndicator.tsx,47
"truncate-end",./packages/cli/src/ui/components/LoadingIndicator.tsx,65
"30d",./packages/cli/src/utils/sessionCleanup.ts,224
"7d",./packages/cli/src/utils/sessionCleanup.ts,224
"24h",./packages/cli/src/utils/sessionCleanup.ts,224
"round",./packages/cli/src/ui/components/EditorSettingsDialog.tsx,132
"row",./packages/cli/src/ui/components/EditorSettingsDialog.tsx,134
"column",./packages/cli/src/ui/components/EditorSettingsDialog.tsx,138
"column",./packages/cli/src/ui/components/EditorSettingsDialog.tsx,156
"column",./packages/cli/src/ui/components/EditorSettingsDialog.tsx,175
"column",./packages/cli/src/ui/components/EditorSettingsDialog.tsx,179
"${sessionIndex}",./packages/cli/src/utils/sessions.ts,69
"Don't trust",./packages/cli/src/ui/components/PermissionsModifyTrustDialog.tsx,49
"round",./packages/cli/src/ui/components/PermissionsModifyTrustDialog.tsx,90
"column",./packages/cli/src/ui/components/PermissionsModifyTrustDialog.tsx,92
"column",./packages/cli/src/ui/components/PermissionsModifyTrustDialog.tsx,95
"screenReader",./packages/cli/src/ui/components/Notifications.tsx,86
"round",./packages/cli/src/ui/components/Notifications.tsx,93
"column",./packages/cli/src/ui/components/Notifications.tsx,97
"round",./packages/cli/src/ui/components/Notifications.tsx,108
"truncate",./packages/cli/src/ui/components/shared/RadioButtonSelect.tsx,76
"truncate",./packages/cli/src/ui/components/shared/RadioButtonSelect.tsx,84
"row",./packages/cli/src/ui/components/shared/EnumSelector.tsx,63
"center",./packages/cli/src/ui/components/shared/EnumSelector.tsx,63
"column",./packages/cli/src/ui/components/shared/TextInput.tsx,78
"column",./packages/cli/src/ui/components/shared/BaseSelectionList.tsx,92
"flex-start",./packages/cli/src/ui/components/shared/BaseSelectionList.tsx,131
"column",./packages/cli/src/ui/components/shared/ScopeSelector.tsx,41
"truncate",./packages/cli/src/ui/components/shared/ScopeSelector.tsx,42
"2 hours ago",./packages/cli/src/utils/sessionUtils.ts,78
"3 days ago",./packages/cli/src/utils/sessionUtils.ts,78
"${identifier}",./packages/cli/src/utils/sessionUtils.ts,257
"latest",./packages/cli/src/utils/sessionUtils.ts,264
"${resumeArg}",./packages/cli/src/utils/sessionUtils.ts,290
"column",./packages/cli/src/ui/components/shared/ScrollableList.tsx,237
"hidden",./packages/cli/src/ui/components/shared/ScrollableList.tsx,238
"v1.2.3",./packages/cli/src/utils/gitUtils.ts,54
"file not found",./packages/cli/src/utils/startupWarnings.ts,30
"Error NO ENTry",./packages/cli/src/utils/startupWarnings.ts,33
"${order}",./packages/cli/src/gemini.tsx,95
"${defaultValue}",./packages/cli/src/gemini.tsx,95
"${settings.merged.ui?.theme}",./packages/cli/src/gemini.tsx,312
"handleInput",./packages/cli/src/ui/components/shared/text-buffer.ts,2268
"vi",./packages/cli/src/ui/components/shared/text-buffer.ts,2273
"${effectiveTheme}",./packages/cli/src/core/theme.ts,18
"column",./packages/cli/src/ui/components/shared/Scrollable.tsx,148
"scroll",./packages/cli/src/ui/components/shared/Scrollable.tsx,149
"hidden",./packages/cli/src/ui/components/shared/Scrollable.tsx,150
"column",./packages/cli/src/ui/components/shared/Scrollable.tsx,160
"scroll",./packages/cli/src/ui/components/shared/VirtualizedList.tsx,477
"hidden",./packages/cli/src/ui/components/shared/VirtualizedList.tsx,478
"column",./packages/cli/src/ui/components/shared/VirtualizedList.tsx,483
" flexDirection=",./packages/cli/src/ui/components/shared/VirtualizedList.tsx,486
"cyan",./packages/cli/src/ui/components/shared/MaxSizedBox.tsx,89
"truncate",./packages/cli/src/ui/components/shared/MaxSizedBox.tsx,89
"yellow",./packages/cli/src/ui/components/shared/MaxSizedBox.tsx,94
"column",./packages/cli/src/ui/components/shared/MaxSizedBox.tsx,187
"truncate",./packages/cli/src/ui/components/shared/MaxSizedBox.tsx,189
"truncate",./packages/cli/src/ui/components/shared/MaxSizedBox.tsx,196
"row",./packages/cli/src/ui/components/shared/MaxSizedBox.tsx,231
"row",./packages/cli/src/ui/components/shared/MaxSizedBox.tsx,285
"auto",./packages/cli/src/zed-integration/zedIntegration.ts,52
"${fc.name}",./packages/cli/src/zed-integration/zedIntegration.ts,395
"${fc.name}",./packages/cli/src/zed-integration/zedIntegration.ts,443
"column",./packages/cli/src/ui/components/shared/DescriptiveRadioButtonSelect.tsx,63
"round",./packages/cli/src/ui/components/StickyHeader.tsx,33
"column",./packages/cli/src/ui/components/StickyHeader.tsx,34
"single",./packages/cli/src/ui/components/StickyHeader.tsx,48
"round",./packages/cli/src/ui/components/StickyHeader.tsx,58
"column",./packages/cli/src/ui/components/QuittingDisplay.tsx,23
"round",./packages/cli/src/ui/components/AboutBox.tsx,32
"column",./packages/cli/src/ui/components/AboutBox.tsx,34
"row",./packages/cli/src/ui/components/AboutBox.tsx,44
"row",./packages/cli/src/ui/components/AboutBox.tsx,55
"row",./packages/cli/src/ui/components/AboutBox.tsx,66
"row",./packages/cli/src/ui/components/AboutBox.tsx,76
"row",./packages/cli/src/ui/components/AboutBox.tsx,86
"row",./packages/cli/src/ui/components/AboutBox.tsx,96
"row",./packages/cli/src/ui/components/AboutBox.tsx,109
"row",./packages/cli/src/ui/components/AboutBox.tsx,121
"column",./packages/cli/src/ui/components/QueuedMessageDisplay.tsx,23
"truncate",./packages/cli/src/ui/components/QueuedMessageDisplay.tsx,34
"column",./packages/cli/src/ui/components/DetailedMessagesDisplay.tsx,54
"round",./packages/cli/src/ui/components/DetailedMessagesDisplay.tsx,56
"hidden",./packages/cli/src/ui/components/DetailedMessagesDisplay.tsx,63
"row",./packages/cli/src/ui/components/DetailedMessagesDisplay.tsx,98
"wrap",./packages/cli/src/ui/components/DetailedMessagesDisplay.tsx,100
"column",./packages/cli/src/ui/components/AppHeader.tsx,24
"round",./packages/cli/src/ui/components/UpdateNotification.tsx,16
"${sanitizedConfig.name}",./packages/cli/src/config/extensions/consent.ts,110
"${extensionConfig.name}",./packages/cli/src/config/extensions/consent.ts,160
"column",./packages/cli/src/ui/components/views/ToolsList.tsx,24
"row",./packages/cli/src/ui/components/views/ToolsList.tsx,31
"column",./packages/cli/src/ui/components/views/ToolsList.tsx,33
"column",./packages/cli/src/ui/components/views/ChatList.tsx,22
"row",./packages/cli/src/ui/components/views/ChatList.tsx,34
"column",./packages/cli/src/ui/components/views/McpStatus.tsx,47
"column",./packages/cli/src/ui/components/views/McpStatus.tsx,61
"column",./packages/cli/src/ui/components/views/McpStatus.tsx,63
"column",./packages/cli/src/ui/components/views/McpStatus.tsx,149
"column",./packages/cli/src/ui/components/views/McpStatus.tsx,176
"column",./packages/cli/src/ui/components/views/McpStatus.tsx,192
"column",./packages/cli/src/ui/components/views/McpStatus.tsx,204
"column",./packages/cli/src/ui/components/views/McpStatus.tsx,218
"column",./packages/cli/src/ui/components/views/McpStatus.tsx,221
"/owner/repo",./packages/cli/src/config/extensions/github.ts,99
"owner/repo",./packages/cli/src/config/extensions/github.ts,107
"latest",./packages/cli/src/config/extensions/github.ts,132
"${extension.name}",./packages/cli/src/config/extensions/github.ts,165
"${lsRemoteOutput}",./packages/cli/src/config/extensions/github.ts,212
"source",./packages/cli/src/config/extensions/github.ts,223
"${installMetadata.source}",./packages/cli/src/config/extensions/github.ts,251
"column",./packages/cli/src/ui/components/views/ExtensionsList.tsx,25
"column",./packages/cli/src/ui/components/views/ExtensionsList.tsx,27
"cyan",./packages/cli/src/ui/components/views/ExtensionsList.tsx,64
"column",./packages/cli/src/ui/components/DialogManager.tsx,110
"column",./packages/cli/src/ui/components/DialogManager.tsx,131
"column",./packages/cli/src/ui/components/DialogManager.tsx,155
"column",./packages/cli/src/ui/components/DialogManager.tsx,167
"column",./packages/cli/src/ui/components/DialogManager.tsx,180
"row",./packages/cli/src/ui/components/Footer.tsx,78
"center",./packages/cli/src/ui/components/Footer.tsx,79
"center",./packages/cli/src/ui/components/Footer.tsx,114
"center",./packages/cli/src/ui/components/Footer.tsx,115
"flex",./packages/cli/src/ui/components/Footer.tsx,116
"green",./packages/cli/src/ui/components/Footer.tsx,122
"center",./packages/cli/src/ui/components/Footer.tsx,145
"flex-end",./packages/cli/src/ui/components/Footer.tsx,145
"center",./packages/cli/src/ui/components/Footer.tsx,146
"center",./packages/cli/src/ui/components/Footer.tsx,162
"row",./packages/cli/src/ui/components/Footer.tsx,164
"row",./packages/cli/src/ui/components/Footer.tsx,176
"@path file",./packages/cli/src/config/config.ts,317
"disableYolo",./packages/cli/src/config/config.ts,481
"default",./packages/cli/src/config/config.ts,496
"gutter",./packages/cli/src/ui/components/StatsDisplay.tsx,31
"column",./packages/cli/src/ui/components/StatsDisplay.tsx,64
"column",./packages/cli/src/ui/components/StatsDisplay.tsx,83
"flex-end",./packages/cli/src/ui/components/StatsDisplay.tsx,91
"flex-end",./packages/cli/src/ui/components/StatsDisplay.tsx,96
"flex-end",./packages/cli/src/ui/components/StatsDisplay.tsx,101
"round",./packages/cli/src/ui/components/StatsDisplay.tsx,109
"flex-end",./packages/cli/src/ui/components/StatsDisplay.tsx,124
"flex-end",./packages/cli/src/ui/components/StatsDisplay.tsx,129
"flex-end",./packages/cli/src/ui/components/StatsDisplay.tsx,134
"column",./packages/cli/src/ui/components/StatsDisplay.tsx,142
"round",./packages/cli/src/ui/components/StatsDisplay.tsx,199
"column",./packages/cli/src/ui/components/StatsDisplay.tsx,201
"Interaction Summary",./packages/cli/src/ui/components/StatsDisplay.tsx,208
"Session ID:",./packages/cli/src/ui/components/StatsDisplay.tsx,209
"Tool Calls:",./packages/cli/src/ui/components/StatsDisplay.tsx,212
"Success Rate:",./packages/cli/src/ui/components/StatsDisplay.tsx,219
"User Agreement:",./packages/cli/src/ui/components/StatsDisplay.tsx,223
"Code Changes:",./packages/cli/src/ui/components/StatsDisplay.tsx,234
"Performance",./packages/cli/src/ui/components/StatsDisplay.tsx,247
"Wall Time:",./packages/cli/src/ui/components/StatsDisplay.tsx,248
"Agent Active:",./packages/cli/src/ui/components/StatsDisplay.tsx,251
"API Time:",./packages/cli/src/ui/components/StatsDisplay.tsx,256
"Tool Time:",./packages/cli/src/ui/components/StatsDisplay.tsx,264
"wrap",./packages/cli/src/ui/components/PrepareLabel.tsx,42
"wrap",./packages/cli/src/ui/components/PrepareLabel.tsx,98
"30d",./packages/cli/src/config/settings.ts,212
"7d",./packages/cli/src/config/settings.ts,212
"24h",./packages/cli/src/config/settings.ts,212
"1w",./packages/cli/src/config/settings.ts,212
"1d",./packages/cli/src/config/settings.ts,218
"gcloud config set project",./packages/cli/src/config/settings.ts,524
"true",./packages/cli/src/config/settings.ts,607
"flex-start",./packages/cli/src/ui/components/Header.tsx,53
"column",./packages/cli/src/ui/components/Header.tsx,56
" flexDirection=",./packages/cli/src/ui/components/Header.tsx,60
" justifyContent=",./packages/cli/src/ui/components/Header.tsx,60
"trusted",./packages/cli/src/config/trustedFolders.ts,73
"row",./packages/cli/src/ui/components/messages/CompressionMessage.tsx,59
"dots",./packages/cli/src/ui/components/messages/CompressionMessage.tsx,62
"row",./packages/cli/src/ui/components/messages/InfoMessage.tsx,28
"column",./packages/cli/src/ui/components/messages/InfoMessage.tsx,32
"wrap",./packages/cli/src/ui/components/messages/InfoMessage.tsx,34
"${mcpProps.toolName}",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,173
"${mcpProps.serverName}",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,173
"${mcpProps.toolName}",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,181
"${mcpProps.serverName}",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,181
"${mcpProps.toolName}",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,183
"${mcpProps.serverName}",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,183
"${mcpProps.serverName}",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,186
"${mcpProps.serverName}",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,188
"column",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,270
"column",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,278
"column",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,295
"round",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,318
"space-around",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,320
"hidden",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,323
"column",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,335
"hidden",./packages/cli/src/ui/components/messages/ToolConfirmationMessage.tsx,338
"${this.workspaceDir}",./packages/cli/src/config/extension-manager.ts,148
"git clone",./packages/cli/src/config/extension-manager.ts,199
"${newExtensionConfig.name}",./packages/cli/src/config/extension-manager.ts,237
"${newExtensionName}",./packages/cli/src/config/extension-manager.ts,248
"${newExtensionName}",./packages/cli/src/config/extension-manager.ts,252
"name",./packages/cli/src/config/extension-manager.ts,555
"version",./packages/cli/src/config/extension-manager.ts,555
"${name}",./packages/cli/src/config/extension-manager.ts,719
"row",./packages/cli/src/ui/components/messages/Todo.tsx,35
"Todo list",./packages/cli/src/ui/components/messages/Todo.tsx,36
"Completed",./packages/cli/src/ui/components/messages/Todo.tsx,48
"In Progress",./packages/cli/src/ui/components/messages/Todo.tsx,54
"Pending",./packages/cli/src/ui/components/messages/Todo.tsx,60
"Cancelled",./packages/cli/src/ui/components/messages/Todo.tsx,67
"row",./packages/cli/src/ui/components/messages/Todo.tsx,93
"single",./packages/cli/src/ui/components/messages/Todo.tsx,153
"column",./packages/cli/src/ui/components/messages/Todo.tsx,162
"row",./packages/cli/src/ui/components/messages/Todo.tsx,167
"truncate",./packages/cli/src/ui/components/messages/Todo.tsx,173
"column",./packages/cli/src/ui/components/messages/Todo.tsx,187
"list",./packages/cli/src/ui/components/messages/Todo.tsx,187
"listitem",./packages/cli/src/ui/components/messages/Todo.tsx,189
"\ No newline at end of file",./packages/cli/src/ui/components/messages/DiffRenderer.tsx,78
"round",./packages/cli/src/ui/components/messages/DiffRenderer.tsx,136
"column",./packages/cli/src/ui/components/messages/DiffRenderer.tsx,146
"round",./packages/cli/src/ui/components/messages/DiffRenderer.tsx,224
"truncate",./packages/cli/src/ui/components/messages/DiffRenderer.tsx,287
"double",./packages/cli/src/ui/components/messages/DiffRenderer.tsx,293
"row",./packages/cli/src/ui/components/messages/DiffRenderer.tsx,344
"flex-end",./packages/cli/src/ui/components/messages/DiffRenderer.tsx,358
"wrap",./packages/cli/src/ui/components/messages/DiffRenderer.tsx,366
"wrap",./packages/cli/src/ui/components/messages/DiffRenderer.tsx,375
"column",./packages/cli/src/ui/components/messages/DiffRenderer.tsx,409
"row",./packages/cli/src/ui/components/messages/WarningMessage.tsx,21
"wrap",./packages/cli/src/ui/components/messages/WarningMessage.tsx,26
"row",./packages/cli/src/ui/components/messages/UserMessage.tsx,27
"flex-start",./packages/cli/src/ui/components/messages/UserMessage.tsx,30
"wrap",./packages/cli/src/ui/components/messages/UserMessage.tsx,39
"column",./packages/cli/src/ui/components/messages/GeminiMessageContent.tsx,38
"toggle",./packages/cli/src/config/settingsSchema.ts,47
"exception TypeError: fetch failed sending request",./packages/cli/src/config/settingsSchema.ts,236
"30d",./packages/cli/src/config/settingsSchema.ts,271
"7d",./packages/cli/src/config/settingsSchema.ts,271
"24h",./packages/cli/src/config/settingsSchema.ts,271
"1w",./packages/cli/src/config/settingsSchema.ts,271
"${DEFAULT_MIN_RETENTION}",./packages/cli/src/config/settingsSchema.ts,290
"run_shell_command",./packages/cli/src/config/settingsSchema.ts,670
"tokenBudget",./packages/cli/src/config/settingsSchema.ts,670
"run_shell_command(git)",./packages/cli/src/config/settingsSchema.ts,947
"run_shell_command(npm test)",./packages/cli/src/config/settingsSchema.ts,947
"row",./packages/cli/src/ui/components/messages/GeminiMessage.tsx,34
"column",./packages/cli/src/ui/components/messages/GeminiMessage.tsx,40
"row",./packages/cli/src/ui/components/messages/ErrorMessage.tsx,20
"wrap",./packages/cli/src/ui/components/messages/ErrorMessage.tsx,25
"column",./packages/cli/src/ui/components/messages/ToolGroupMessage.tsx,94
"column",./packages/cli/src/ui/components/messages/ToolGroupMessage.tsx,109
"column",./packages/cli/src/ui/components/messages/ToolGroupMessage.tsx,134
"round",./packages/cli/src/ui/components/messages/ToolGroupMessage.tsx,135
"round",./packages/cli/src/ui/components/messages/ToolGroupMessage.tsx,178
"The 'prompt' field is required.",./packages/cli/src/services/FileCommandLoader.ts,49
"The 'prompt' field must be a string.",./packages/cli/src/services/FileCommandLoader.ts,50
"last wins",./packages/cli/src/services/FileCommandLoader.ts,81
"column",./packages/cli/src/ui/components/messages/ToolMessage.tsx,141
"column",./packages/cli/src/ui/components/messages/ToolMessage.tsx,142
"column",./packages/cli/src/ui/components/messages/ToolMessage.tsx,145
"column",./packages/cli/src/ui/components/messages/ToolMessage.tsx,156
"wrap",./packages/cli/src/ui/components/messages/ToolMessage.tsx,157
"wrap",./packages/cli/src/ui/components/messages/ToolMessage.tsx,164
"round",./packages/cli/src/ui/components/messages/ToolMessage.tsx,227
"column",./packages/cli/src/ui/components/messages/ToolMessage.tsx,235
"toggle",./packages/cli/src/ui/components/messages/ToolMessage.tsx,270
"hidden",./packages/cli/src/ui/components/messages/ToolMessage.tsx,325
"truncate",./packages/cli/src/ui/components/messages/ToolMessage.tsx,326
"truncate",./packages/cli/src/ui/components/messages/ToolMessage.tsx,337
"${command}",./packages/cli/src/services/prompt-processors/shellProcessor.ts,131
"gray",./packages/cli/src/ui/components/SuggestionsDisplay.tsx,46
"column",./packages/cli/src/ui/components/SuggestionsDisplay.tsx,73
"row",./packages/cli/src/ui/components/SuggestionsDisplay.tsx,93
"truncate",./packages/cli/src/ui/components/SuggestionsDisplay.tsx,109
"gray",./packages/cli/src/ui/components/SuggestionsDisplay.tsx,122
"gray",./packages/cli/src/ui/components/SuggestionsDisplay.tsx,124
"Don't trust",./packages/cli/src/ui/components/FolderTrustDialog.tsx,72
"Don't trust",./packages/cli/src/ui/components/FolderTrustDialog.tsx,74
"column",./packages/cli/src/ui/components/FolderTrustDialog.tsx,79
"column",./packages/cli/src/ui/components/FolderTrustDialog.tsx,81
