text,file,line
"node",./packages/cli/src/commands/mcp/remove.test.ts,200
"args",./packages/cli/src/commands/mcp/remove.test.ts,201
"s1.js",./packages/cli/src/commands/mcp/remove.test.ts,201
"server2",./packages/cli/src/commands/mcp/remove.test.ts,203
"command",./packages/cli/src/commands/mcp/remove.test.ts,204
"node",./packages/cli/src/commands/mcp/remove.test.ts,204
"args",./packages/cli/src/commands/mcp/remove.test.ts,205
"s2.js",./packages/cli/src/commands/mcp/remove.test.ts,205
"ui",./packages/cli/src/commands/mcp/remove.test.ts,208
"theme",./packages/cli/src/commands/mcp/remove.test.ts,209
"dark",./packages/cli/src/commands/mcp/remove.test.ts,209
"model",./packages/cli/src/commands/mcp/remove.test.ts,218
"gemini-2.5-pro",./packages/cli/src/commands/mcp/remove.test.ts,219
"server2",./packages/cli/src/commands/mcp/remove.test.ts,220
"ui",./packages/cli/src/commands/mcp/remove.test.ts,221
"theme",./packages/cli/src/commands/mcp/remove.test.ts,222
"dark",./packages/cli/src/commands/mcp/remove.test.ts,222
"server1",./packages/cli/src/commands/mcp/remove.test.ts,223
"${name}",./packages/cli/src/commands/mcp/remove.ts,27
"${name}",./packages/cli/src/commands/mcp/remove.ts,35
"X-API-Key: your-key",./packages/cli/src/commands/mcp/add.test.ts,95
"Authorization: Bearer your-token",./packages/cli/src/commands/mcp/add.test.ts,108
"${name}",./packages/cli/src/commands/mcp/add.ts,120
"${name}",./packages/cli/src/commands/mcp/add.ts,129
"${name}",./packages/cli/src/commands/mcp/add.ts,132
"X-Api-Key: abc123",./packages/cli/src/commands/mcp/add.ts,181
"Authorization: Bearer abc123",./packages/cli/src/commands/mcp/add.ts,181
"${name}",./packages/cli/src/commands/extensions/uninstall.ts,34
"${name}",./packages/cli/src/commands/extensions/uninstall.ts,42
"INVALID_NAME",./packages/cli/src/commands/extensions/validate.test.ts,78
"Version '1' does not appear to be standard semver (e.g., 1.0.0).",./packages/cli/src/commands/extensions/validate.test.ts,96
"%s",./packages/cli/src/commands/extensions/disable.test.ts,267
"test-ext",./packages/cli/src/commands/extensions/disable.test.ts,309
"workspace",./packages/cli/src/commands/extensions/disable.test.ts,309
"${info.name}",./packages/cli/src/commands/extensions/update.ts,29
"${args.name}",./packages/cli/src/commands/extensions/update.ts,48
"${args.name}",./packages/cli/src/commands/extensions/update.ts,53
"${args.name}",./packages/cli/src/commands/extensions/update.ts,62
"${args.name}",./packages/cli/src/commands/extensions/update.ts,78
"${args.name}",./packages/cli/src/commands/extensions/update.ts,81
"http-extension",./packages/cli/src/commands/extensions/install.test.ts,90
"https-extension",./packages/cli/src/commands/extensions/install.test.ts,104
"git-extension",./packages/cli/src/commands/extensions/install.test.ts,118
"sso-extension",./packages/cli/src/commands/extensions/install.test.ts,142
"local-extension",./packages/cli/src/commands/extensions/install.test.ts,156
"my-extension",./packages/cli/src/commands/extensions/uninstall.test.ts,108
"ext1",./packages/cli/src/commands/extensions/uninstall.test.ts,124
"ext2",./packages/cli/src/commands/extensions/uninstall.test.ts,127
"ext3",./packages/cli/src/commands/extensions/uninstall.test.ts,130
"ext1",./packages/cli/src/commands/extensions/uninstall.test.ts,156
"ext2",./packages/cli/src/commands/extensions/uninstall.test.ts,159
"ext3",./packages/cli/src/commands/extensions/uninstall.test.ts,162
"ext1",./packages/cli/src/commands/extensions/uninstall.test.ts,184
"ext2",./packages/cli/src/commands/extensions/uninstall.test.ts,187
"${args.template}",./packages/cli/src/commands/extensions/new.ts,55
"gemini extensions link ${args.path}",./packages/cli/src/commands/extensions/new.ts,71
"my-extension",./packages/cli/src/commands/extensions/update.test.ts,84
"my-extension",./packages/cli/src/commands/extensions/update.test.ts,89
"ext1",./packages/cli/src/commands/extensions/update.test.ts,126
"ext2",./packages/cli/src/commands/extensions/update.test.ts,126
"my-extension",./packages/cli/src/commands/extensions/enable.test.ts,83
"my-extension",./packages/cli/src/commands/extensions/enable.test.ts,90
"workspace",./packages/cli/src/commands/extensions/enable.test.ts,90
"${args.name}",./packages/cli/src/commands/extensions/enable.ts,41
"${args.scope}",./packages/cli/src/commands/extensions/enable.ts,41
"${args.name}",./packages/cli/src/commands/extensions/enable.ts,45
"name",./packages/cli/src/commands/extensions/examples/context/gemini-extension.json,2
"context-example",./packages/cli/src/commands/extensions/examples/context/gemini-extension.json,2
"version",./packages/cli/src/commands/extensions/examples/context/gemini-extension.json,3
"name",./packages/cli/src/commands/extensions/examples/exclude-tools/gemini-extension.json,2
"excludeTools",./packages/cli/src/commands/extensions/examples/exclude-tools/gemini-extension.json,2
"version",./packages/cli/src/commands/extensions/examples/exclude-tools/gemini-extension.json,3
"excludeTools",./packages/cli/src/commands/extensions/examples/exclude-tools/gemini-extension.json,4
"run_shell_command(rm -rf)",./packages/cli/src/commands/extensions/examples/exclude-tools/gemini-extension.json,4
"name",./packages/cli/src/commands/extensions/examples/custom-commands/gemini-extension.json,2
"custom-commands",./packages/cli/src/commands/extensions/examples/custom-commands/gemini-extension.json,2
"version",./packages/cli/src/commands/extensions/examples/custom-commands/gemini-extension.json,3
"compilerOptions",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,2
"target",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,3
"ES2022",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,3
"module",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,4
"NodeNext",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,4
"moduleResolution",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,5
"NodeNext",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,5
"strict",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,6
"esModuleInterop",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,7
"skipLibCheck",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,8
"forceConsistentCasingInFileNames",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,9
"outDir",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,10
"./dist",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,10
"include",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,12
"example.ts",./packages/cli/src/commands/extensions/examples/mcp-server/tsconfig.json,12
"name",./packages/cli/src/commands/extensions/examples/mcp-server/gemini-extension.json,2
"mcp-server-example",./packages/cli/src/commands/extensions/examples/mcp-server/gemini-extension.json,2
"version",./packages/cli/src/commands/extensions/examples/mcp-server/gemini-extension.json,3
"mcpServers",./packages/cli/src/commands/extensions/examples/mcp-server/gemini-extension.json,4
"nodeServer",./packages/cli/src/commands/extensions/examples/mcp-server/gemini-extension.json,5
"command",./packages/cli/src/commands/extensions/examples/mcp-server/gemini-extension.json,6
"node",./packages/cli/src/commands/extensions/examples/mcp-server/gemini-extension.json,6
"args",./packages/cli/src/commands/extensions/examples/mcp-server/gemini-extension.json,7
"${extensionPath}${/}dist${/}example.js",./packages/cli/src/commands/extensions/examples/mcp-server/gemini-extension.json,7
"cwd",./packages/cli/src/commands/extensions/examples/mcp-server/gemini-extension.json,8
"${extensionPath}",./packages/cli/src/commands/extensions/examples/mcp-server/gemini-extension.json,8
"name",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,2
"mcp-server-example",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,2
"version",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,3
"description",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,4
"Example MCP Server for Gemini CLI Extension",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,4
"type",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,5
"module",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,5
"main",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,6
"example.js",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,6
"scripts",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,7
"build",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,8
"tsc",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,8
"devDependencies",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,10
"typescript",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,11
"@types/node",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,12
"dependencies",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,14
"@modelcontextprotocol/sdk",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,15
"zod",./packages/cli/src/commands/extensions/examples/mcp-server/package.json,16
"fetch_posts",./packages/cli/src/commands/extensions/examples/mcp-server/example.test.ts,55
"poem-writer",./packages/cli/src/commands/extensions/examples/mcp-server/example.test.ts,66
"${extension.name}",./packages/cli/src/commands/extensions/link.ts,40
"my-linked-extension",./packages/cli/src/commands/extensions/link.test.ts,91
