text,file,line
"data_processor",./docs/tools/mcp-server.md,421
"excludeTools",./docs/tools/mcp-server.md,422
"dangerous_tool",./docs/tools/mcp-server.md,422
"file_deleter",./docs/tools/mcp-server.md,422
"timeout",./docs/tools/mcp-server.md,423
"mcpServers",./docs/tools/mcp-server.md,433
"myIapProtectedServer",./docs/tools/mcp-server.md,434
"url",./docs/tools/mcp-server.md,435
"https://my-iap-service.run.app/sse",./docs/tools/mcp-server.md,435
"authProviderType",./docs/tools/mcp-server.md,436
"service_account_impersonation",./docs/tools/mcp-server.md,436
"targetAudience",./docs/tools/mcp-server.md,437
"YOUR_IAP_CLIENT_ID.apps.googleusercontent.com",./docs/tools/mcp-server.md,437
"targetServiceAccount",./docs/tools/mcp-server.md,438
"your-sa@your-project.iam.gserviceaccount.com",./docs/tools/mcp-server.md,438
"content",./docs/tools/mcp-server.md,779
"type",./docs/tools/mcp-server.md,781
"text",./docs/tools/mcp-server.md,781
"text",./docs/tools/mcp-server.md,782
"Here is the logo you requested.",./docs/tools/mcp-server.md,782
"type",./docs/tools/mcp-server.md,785
"image",./docs/tools/mcp-server.md,785
"data",./docs/tools/mcp-server.md,786
"BASE64_ENCODED_IMAGE_DATA_HERE",./docs/tools/mcp-server.md,786
"mimeType",./docs/tools/mcp-server.md,787
"image/png",./docs/tools/mcp-server.md,787
"type",./docs/tools/mcp-server.md,790
"text",./docs/tools/mcp-server.md,790
"text",./docs/tools/mcp-server.md,791
"The logo was created in 2025.",./docs/tools/mcp-server.md,791
"mcpServers",./docs/tools/mcp-server.md,856
"nodeServer",./docs/tools/mcp-server.md,857
"command",./docs/tools/mcp-server.md,858
"node",./docs/tools/mcp-server.md,858
"args",./docs/tools/mcp-server.md,859
"filename.ts",./docs/tools/mcp-server.md,859
"Gemini CLI",./docs/tools/mcp-server.md,871
"reverent",./docs/tools/mcp-server.md,871
"Gemini CLI",./docs/tools/mcp-server.md,877
"project",./docs/tools/mcp-server.md,913
"stdio",./docs/tools/mcp-server.md,914
"X-Api-Key: abc123",./docs/tools/mcp-server.md,917
"Authorization: Bearer abc123",./docs/tools/mcp-server.md,917
"Authorization: Bearer abc123",./docs/tools/mcp-server.md,951
"Authorization: Bearer abc123",./docs/tools/mcp-server.md,966
"project",./docs/tools/mcp-server.md,1002
"my-server",./docs/tools/mcp-server.md,1010
"photos",./docs/get-started/examples.md,22
"Your commands.",./docs/tools/shell.md,46
"Your description of the command.",./docs/tools/shell.md,46
"Your execution directory.",./docs/tools/shell.md,46
"ls -la",./docs/tools/shell.md,54
"./my_script.sh",./docs/tools/shell.md,60
"scripts",./docs/tools/shell.md,60
"Run my custom script",./docs/tools/shell.md,60
"npm run dev &",./docs/tools/shell.md,66
"Start development server in background",./docs/tools/shell.md,66
"tools",./docs/tools/shell.md,86
"shell",./docs/tools/shell.md,87
"enableInteractiveShell",./docs/tools/shell.md,88
"tools",./docs/tools/shell.md,104
"shell",./docs/tools/shell.md,105
"showColor",./docs/tools/shell.md,106
"tools",./docs/tools/shell.md,122
"shell",./docs/tools/shell.md,123
"pager",./docs/tools/shell.md,124
"less",./docs/tools/shell.md,124
"tools",./docs/tools/shell.md,167
"core",./docs/tools/shell.md,167
"run_shell_command(git)",./docs/tools/shell.md,167
"tools",./docs/tools/shell.md,172
"exclude",./docs/tools/shell.md,172
"run_shell_command(rm)",./docs/tools/shell.md,172
"tools",./docs/tools/shell.md,194
"core",./docs/tools/shell.md,195
"run_shell_command(git)",./docs/tools/shell.md,195
"run_shell_command(npm)",./docs/tools/shell.md,195
"tools",./docs/tools/shell.md,210
"core",./docs/tools/shell.md,211
"run_shell_command",./docs/tools/shell.md,211
"exclude",./docs/tools/shell.md,212
"run_shell_command(rm)",./docs/tools/shell.md,212
"tools",./docs/tools/shell.md,228
"core",./docs/tools/shell.md,229
"run_shell_command(git)",./docs/tools/shell.md,229
"exclude",./docs/tools/shell.md,230
"run_shell_command(git push)",./docs/tools/shell.md,230
"tools",./docs/tools/shell.md,245
"exclude",./docs/tools/shell.md,246
"run_shell_command",./docs/tools/shell.md,246
"Your query goes here.",./docs/tools/web-search.md,26
"latest advancements in AI-powered code generation",./docs/tools/web-search.md,34
"YOUR_PROJECT_ID",./docs/get-started/authentication.md,92
"YOUR_PROJECT_ID",./docs/get-started/authentication.md,95
"YOUR_GEMINI_API_KEY",./docs/get-started/authentication.md,112
"YOUR_PROJECT_ID",./docs/get-started/authentication.md,142
"YOUR_PROJECT_LOCATION",./docs/get-started/authentication.md,143
"Vertex AI User",./docs/get-started/authentication.md,184
"/path/to/your/keyfile.json",./docs/get-started/authentication.md,191
"YOUR_GOOGLE_API_KEY",./docs/get-started/authentication.md,208
"API keys are not supported by this API...",./docs/get-started/authentication.md,212
"YOUR_PROJECT_ID",./docs/get-started/authentication.md,232
"your-project-id",./docs/get-started/authentication.md,250
"Your fact here.",./docs/tools/memory.md,32
"My preferred programming language is Python.",./docs/tools/memory.md,40
"The project I'm currently working on is called 'gemini-cli'.",./docs/tools/memory.md,46
"*.log",./docs/tools/file-system.md,25
".git",./docs/tools/file-system.md,25
"*.py",./docs/tools/file-system.md,102
"src/**/*.js",./docs/tools/file-system.md,102
"*.ts",./docs/tools/file-system.md,116
"function\s+myFunction",./docs/tools/file-system.md,131
"*.js",./docs/tools/file-system.md,135
"src/**/*.{ts,tsx}",./docs/tools/file-system.md,135
"myFunction",./docs/tools/file-system.md,144
" (filter: ",./docs/tools/file-system.md,144
"useWriteTodos",./docs/tools/todos.md,54
"Summarize https://example.com/article and extract key points from https://another.com/data",./docs/tools/web-fetch.md,19
"Your prompt, including a URL such as https://google.com.",./docs/tools/web-fetch.md,37
"Can you summarize the main points of https://example.com/news/latest",./docs/tools/web-fetch.md,45
"What are the differences in the conclusions of these two papers: https://arxiv.org/abs/2401.0001 and https://arxiv.org/abs/2401.0002?",./docs/tools/web-fetch.md,51
"analyze the code structure",./docs/cli/sandbox.md,57
"run the test suite",./docs/cli/sandbox.md,61
"tools",./docs/cli/sandbox.md,65
"sandbox",./docs/cli/sandbox.md,66
"docker",./docs/cli/sandbox.md,66
"sandbox",./docs/cli/sandbox.md,77
"tools",./docs/cli/sandbox.md,78
"sandbox",./docs/cli/sandbox.md,78
"--security-opt label=disable",./docs/cli/sandbox.md,102
"--flag1 --flag2=value",./docs/cli/sandbox.md,108
"Operation not permitted",./docs/cli/sandbox.md,125
"debug command",./docs/cli/sandbox.md,143
"run shell command: env | grep SANDBOX",./docs/cli/sandbox.md,154
"run shell command: mount | grep workspace",./docs/cli/sandbox.md,157
"checkpoint.",./docs/cli/checkpointing.md,12
"general",./docs/cli/checkpointing.md,51
"checkpointing",./docs/cli/checkpointing.md,52
"enabled",./docs/cli/checkpointing.md,53
"apiKey",./docs/get-started/configuration.md,77
"$MY_API_TOKEN",./docs/get-started/configuration.md,77
"30d",./docs/get-started/configuration.md,142
"7d",./docs/get-started/configuration.md,142
"24h",./docs/get-started/configuration.md,142
"1w",./docs/get-started/configuration.md,143
"1d",./docs/get-started/configuration.md,152
"1d",./docs/get-started/configuration.md,153
"text",./docs/get-started/configuration.md,159
"text",./docs/get-started/configuration.md,160
"json",./docs/get-started/configuration.md,160
"run_shell_command",./docs/get-started/configuration.md,296
"tokenBudget",./docs/get-started/configuration.md,296
"base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"generateContentConfig",./docs/get-started/configuration.md,316
"temperature",./docs/get-started/configuration.md,316
"topP",./docs/get-started/configuration.md,316
"chat-base",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"generateContentConfig",./docs/get-started/configuration.md,316
"thinkingConfig",./docs/get-started/configuration.md,316
"includeThoughts",./docs/get-started/configuration.md,316
"thinkingBudget",./docs/get-started/configuration.md,316
"temperature",./docs/get-started/configuration.md,316
"topP",./docs/get-started/configuration.md,316
"topK",./docs/get-started/configuration.md,316
"gemini-2.5-pro",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"chat-base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"model",./docs/get-started/configuration.md,316
"gemini-2.5-pro",./docs/get-started/configuration.md,316
"gemini-2.5-flash",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"chat-base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"model",./docs/get-started/configuration.md,316
"gemini-2.5-flash",./docs/get-started/configuration.md,316
"gemini-2.5-flash-lite",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"chat-base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"model",./docs/get-started/configuration.md,316
"gemini-2.5-flash-lite",./docs/get-started/configuration.md,316
"gemini-2.5-flash-base",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"model",./docs/get-started/configuration.md,316
"gemini-2.5-flash",./docs/get-started/configuration.md,316
"classifier",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"model",./docs/get-started/configuration.md,316
"gemini-2.5-flash-lite",./docs/get-started/configuration.md,316
"generateContentConfig",./docs/get-started/configuration.md,316
"maxOutputTokens",./docs/get-started/configuration.md,316
"thinkingConfig",./docs/get-started/configuration.md,316
"thinkingBudget",./docs/get-started/configuration.md,316
"prompt-completion",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"model",./docs/get-started/configuration.md,316
"gemini-2.5-flash-lite",./docs/get-started/configuration.md,316
"generateContentConfig",./docs/get-started/configuration.md,316
"temperature",./docs/get-started/configuration.md,316
"maxOutputTokens",./docs/get-started/configuration.md,316
"thinkingConfig",./docs/get-started/configuration.md,316
"thinkingBudget",./docs/get-started/configuration.md,316
"edit-corrector",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"model",./docs/get-started/configuration.md,316
"gemini-2.5-flash-lite",./docs/get-started/configuration.md,316
"generateContentConfig",./docs/get-started/configuration.md,316
"thinkingConfig",./docs/get-started/configuration.md,316
"thinkingBudget",./docs/get-started/configuration.md,316
"summarizer-default",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"model",./docs/get-started/configuration.md,316
"gemini-2.5-flash-lite",./docs/get-started/configuration.md,316
"generateContentConfig",./docs/get-started/configuration.md,316
"maxOutputTokens",./docs/get-started/configuration.md,316
"summarizer-shell",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"model",./docs/get-started/configuration.md,316
"gemini-2.5-flash-lite",./docs/get-started/configuration.md,316
"generateContentConfig",./docs/get-started/configuration.md,316
"maxOutputTokens",./docs/get-started/configuration.md,316
"web-search",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"gemini-2.5-flash-base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"generateContentConfig",./docs/get-started/configuration.md,316
"tools",./docs/get-started/configuration.md,316
"googleSearch",./docs/get-started/configuration.md,316
"web-fetch",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"gemini-2.5-flash-base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"generateContentConfig",./docs/get-started/configuration.md,316
"tools",./docs/get-started/configuration.md,316
"urlContext",./docs/get-started/configuration.md,316
"web-fetch-fallback",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"gemini-2.5-flash-base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"loop-detection",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"gemini-2.5-flash-base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"loop-detection-double-check",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"model",./docs/get-started/configuration.md,316
"gemini-2.5-pro",./docs/get-started/configuration.md,316
"llm-edit-fixer",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"gemini-2.5-flash-base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"next-speaker-checker",./docs/get-started/configuration.md,316
"extends",./docs/get-started/configuration.md,316
"gemini-2.5-flash-base",./docs/get-started/configuration.md,316
"modelConfig",./docs/get-started/configuration.md,316
"cat",./docs/get-started/configuration.md,388
"run_shell_command(git)",./docs/get-started/configuration.md,408
"run_shell_command(npm test)",./docs/get-started/configuration.md,409
"DEBUG",./docs/get-started/configuration.md,544
"DEBUG_MODE",./docs/get-started/configuration.md,544
"gemini-2.5-pro",./docs/get-started/configuration.md,592
"general",./docs/get-started/configuration.md,671
"vimMode",./docs/get-started/configuration.md,672
"preferredEditor",./docs/get-started/configuration.md,673
"code",./docs/get-started/configuration.md,673
"ui",./docs/get-started/configuration.md,675
"theme",./docs/get-started/configuration.md,676
"GitHub",./docs/get-started/configuration.md,676
"hideBanner",./docs/get-started/configuration.md,677
"hideTips",./docs/get-started/configuration.md,678
"customWittyPhrases",./docs/get-started/configuration.md,679
"You forget a thousand things every day. Make sure this is one of ’em",./docs/get-started/configuration.md,680
"Connecting to AGI",./docs/get-started/configuration.md,681
"tools",./docs/get-started/configuration.md,684
"sandbox",./docs/get-started/configuration.md,685
"docker",./docs/get-started/configuration.md,685
"discoveryCommand",./docs/get-started/configuration.md,686
"bin/get_tools",./docs/get-started/configuration.md,686
"callCommand",./docs/get-started/configuration.md,687
"bin/call_tool",./docs/get-started/configuration.md,687
"exclude",./docs/get-started/configuration.md,688
"write_file",./docs/get-started/configuration.md,688
"mcpServers",./docs/get-started/configuration.md,690
"mainServer",./docs/get-started/configuration.md,691
"command",./docs/get-started/configuration.md,692
"bin/mcp_server.py",./docs/get-started/configuration.md,692
"anotherServer",./docs/get-started/configuration.md,694
"command",./docs/get-started/configuration.md,695
"node",./docs/get-started/configuration.md,695
"args",./docs/get-started/configuration.md,696
"mcp_server.js",./docs/get-started/configuration.md,696
"--verbose",./docs/get-started/configuration.md,696
"telemetry",./docs/get-started/configuration.md,699
"enabled",./docs/get-started/configuration.md,700
"target",./docs/get-started/configuration.md,701
"local",./docs/get-started/configuration.md,701
"otlpEndpoint",./docs/get-started/configuration.md,702
"http://localhost:4317",./docs/get-started/configuration.md,702
"logPrompts",./docs/get-started/configuration.md,703
"privacy",./docs/get-started/configuration.md,705
"usageStatisticsEnabled",./docs/get-started/configuration.md,706
"model",./docs/get-started/configuration.md,708
"name",./docs/get-started/configuration.md,709
"gemini-1.5-pro-latest",./docs/get-started/configuration.md,709
"maxSessionTurns",./docs/get-started/configuration.md,710
"summarizeToolOutput",./docs/get-started/configuration.md,711
"run_shell_command",./docs/get-started/configuration.md,712
"tokenBudget",./docs/get-started/configuration.md,713
"context",./docs/get-started/configuration.md,717
"fileName",./docs/get-started/configuration.md,718
"CONTEXT.md",./docs/get-started/configuration.md,718
"GEMINI.md",./docs/get-started/configuration.md,718
"includeDirectories",./docs/get-started/configuration.md,719
"path/to/dir1",./docs/get-started/configuration.md,719
"~/path/to/dir2",./docs/get-started/configuration.md,719
"../path/to/dir3",./docs/get-started/configuration.md,719
"loadFromIncludeDirectories",./docs/get-started/configuration.md,720
"fileFiltering",./docs/get-started/configuration.md,721
"respectGitIgnore",./docs/get-started/configuration.md,722
"advanced",./docs/get-started/configuration.md,725
"excludedEnvVars",./docs/get-started/configuration.md,726
"DEBUG",./docs/get-started/configuration.md,726
"DEBUG_MODE",./docs/get-started/configuration.md,726
"NODE_ENV",./docs/get-started/configuration.md,726
"gemini-2.5-flash",./docs/get-started/configuration.md,773
"YOUR_GOOGLE_API_KEY",./docs/get-started/configuration.md,778
"YOUR_PROJECT_ID",./docs/get-started/configuration.md,789
"/path/to/your/credentials.json",./docs/get-started/configuration.md,793
"YOUR_PROJECT_ID",./docs/get-started/configuration.md,796
"YOUR_PROJECT_LOCATION",./docs/get-started/configuration.md,824
"explain this code",./docs/get-started/configuration.md,870
"ShellTool(git status)",./docs/get-started/configuration.md,901
"memory",./docs/get-started/configuration.md,935
"privacy",./docs/get-started/configuration.md,1101
